Korean,English
돌고,Round
서비스,service
한명은,One was
털,hair
남겨,Leave
마스크,Mask
교육,education
뭐였어,What was that word
될거라고,Going to be called
드네요,Deuneyo
얻기,Getting
안좋아,not good
기다리면,If you wait
코니,Connie
엉뚱한,wacky
자면,To sleep
읽었어요,I read
해변에서,At the beach
무거운,heavy
위치에,The location
가니,Going
아인,Ain
일하게,To work
저들의,Their
고향에,Home
화학,chemistry
우리집,my house
그전에,Previously
좋겠구나,I hope
암호를,Password
날씨가,The weather
공짜로,Free to
소령,lieutenant commander
들어갔어요,Got into
빠질,Fall
아담,Adam
처리해,Take care
의자,chair
좋아하잖아,You love
미래,future
얘기지,Talk about how
피츠,Pitts
증상이,Symptoms
신부가,Bride
들어갔어,Sunscreen
친구라고,As a friend
않군,Angun
스트레스를,The stress
싸,Fight
체이스,Chase
완전한,complete
아니었죠,Not ended
핑크,pink
받았죠,'Ve taken
없다구,Eopdagu
반응을,Reaction
공기를,The air
친구인,Friend
충돌,crash
그이가,He's
그거예요,That's
진작에,Earlier
펜,pen
지난주에,last week
눈물,tear
이랴,Haw
레지,Reggie
죄책감을,Guilty
못하죠,I can not
일부,part
쏘고,Shoot
프레스턴,Preston
결국은,Eventually
에리카,Erica
뭐라는,What is
도착했습니다,Im here
아프리카,Africa
이끌고,Lead
배에서,At times
자리는,Digit
보트를,The boat
있어라,It called
엉망이,Mess
제스,Jess
날개를,The wings
돌로레스,Dolores
제프리,Jeffery
실종,missing
그러려고,"However, going"
9월,September
뒤엔,Dwien
아이도,Children also
더한,Plus
공통점이,Common
있어봐,Look here
가족이야,Family's
싶어하지,Not want
밝혀주세요,Found me
가져올게,I get
저리가,go away
브레넌,Brennan
광고,Advertising
누군데요,Who I
무얼,What do
노력은,Efforts
안녕하신가,Hello
감각이,This sense
변했어,Changed
지나가는,Passing
나빠,bad
분들이,If the
모르겠는데요,I do not know.
뛰어요,I jump
사랑했어,I loved
하나에,One
가렴,Garyeom
되어서,Be
어깨,shoulder
미래는,The future
오로지,only
만났는데,I met
순간부터,From the moment
임시,temporary
숨겨진,hidden
건들지,Do not touch
쉬세요,rest
현지어,The local language
사라지는,Disappearing
대형,large
불러야,Call
목표는,The goal is
망칠,Mess
교회에,The church
위협이,A threat
였어요,It was
운명은,Destiny
일이예요,One'm
수고했어,Good work
할께,I'll
짧게,briefly
갖지,Have
한숨,sigh
특정,certain
그때까지,until then
도와주려고,To help
맹세해요,I swear.
연락할,Contact
줬으면,Want
돼야,Should be
그랬겠지,Did suppose
맹세코,under oath
그대가,Thou
것보단,It than
그이는,That which
지나치게,excessively
지나간,gone
신장,kidney
연락해서,By contacting
일어났는지,Japanese natneunji
줄이야,Line's
그러냐,Snap out
손도,Hands
숫자,number
애인,lover
하더라고,Hadeorago
부,part
세스,Seth
스페인어,Spanish
몰랐지,I did not know
거꾸로,Backwards
여자에게,To women
한때,onetime
사기,scam
의견이,Comments
다이아몬드,Diamond
당신하고,You and
드려요,Deuryeoyo
이런식으로,Like this
루시퍼가,Lucifer
돌아올게요,I'll be back
못했다,It was
믿는다,Believe
차트,chart
미쳐,crazy
하는군요,Haneungunyo
후회하게,To regret
점심을,Lunch
편에,On the side
쏘는,Shooting
지옥,hell
가지게,Have
승리,Victory
언니를,A sister
한두,Or two
개새끼야,Hey asshole
자리로,A place
돌리고,Rotate
못한다고,Mothandago
도시는,City
상태입니다,State
밤에는,Night
작품,Work
약속하지,I promise you
받았지,Not received
당했어,Were
가족들은,The family
암튼,Anyway
아름다워요,It's beautiful
돌을,Stone
나네,Reminds
심각해,Serious
그분을,His
이딴,Shit
혐의로,Charges
없겠지만,Eopgetjiman
이집트,Egypt
골프,golf
잘했네,Well done
만들면,Creating
강에,The river
보도록,Look
창고에,Warehouses
악마를,The devil
엘리베이터,elevator
것일,Probably
못했던,Had
잘못됐어,Wrong
어딨니,Where are you
짓고,Cooking
기다렸어,Waited
드실래요,Would you like
편을,The side
조카,nephew
하도,Undercoating
앉아도,Sit down
안을,Eyes
같잖아,It's like
클로이,Chloe
뭐를,What a
괜찮나요,are you okay
여동생이,A sister
일인,Days
쟤들,Them
독을,The poison
알아들었어,Got it
김,Kim
4번,4
하겠네,I'll
않냐,Annya
직전에,Shortly before
지도를,Map
얘를,The kid
해볼,Try
그림자,shadow
죽였지,Killed
두개,two
안들어,Do not like
밤마다,Nightly
예쁘게,beautifully
주겠어,You mind
병력을,The troops
몇개,Several
우리처럼,We like
모두는,All
빼고요,Except
아름답고,Beautiful
이빨,teeth
행운의,Fortunate
인공,art
이상을,More than
준비한,prepared
약속한,A promise
조지는,George
상담,consulting
가져갈,Take
술집에서,At the bar
믿어도,Trust
좋아했어요,I liked
조사해,Investigation
아니였어,It was not
모른,Know
먹기,eating
주머니,pocket
미치게,Madden
두려운,afraid
이용한,By
보다시피,"As you can see,"
기쁘네요,I am happy
사람만,People only
모인,Gathered
조명,light
전투에서,In battle
앤드류,Andrew
하구요,Zest
물어볼게,I ask you
목표가,The goal
거짓말은,Lying
요정,fairy
않으려고,Want and
경보,Warning
원하는건,Any thing
역사,history
아홉,nine
아침입니다,Breakfast
후에는,"After that,"
오셔서,Come
전화할,Call
감시하고,Monitoring and
나같은,Like me
시도,try
본즈,bone
담아,Serve
속도로,The rate
걸쳐,Over
들여보내,Will let
장기를,The long-term
거지만,Geojiman
파블로가,Pablo
승리를,Victory
도시가,City
술집에,The pub
거시기,Dick
믿기지가,Hard to believe
필요해서,I needed
축하,celebration
좋겠지만,I wish I
게요,I'll
당할,Suffer
청소,cleaning
했을까,Would
자지,Cocks
때리고,Beating
빛,light
숨어서,doggo
싶군,Wanna
아기의,Baby
수치가,Figures
아이디어를,Ideas
잃는,Losing
플로키,Flo Keys
원한다,want
된다고요,It is calm
스포츠,sports
넣는,enclosed
기사가,Articles
공격이,This attack
알을,Al
많이요,Much I
쪽을,The side
케이지,Cage
알려줄게,I'll tell you
그대는,You are
농담하는,Bantering
복도,hallway
부모,parents
타면,Ride
살면,Live
부끄러운,embarrassing
간의,Between
죽었다는,Dead
드문,rare
어이구,Eoyigu
머릿속에,In my head
재판,trial
성공한,successful
걸려요,It takes
도나,Donna
사실이라면,"True,"
자러,Bed
죽어야,Die
이해하는,Understanding
숫자가,Number
사는데,Buy
마음으로,with my heart
신장을,Kidney
연기가,Smoking
피해를,The damage
무섭게,awfully
만나야,To meet
직장에서,At work
커요,big
드라마,drama
넣으면,Put
조심하고,Careful and
확실하지,Not sure
일이다,One is
하셨어,Hasyeoteo
다에요,It's
아니었으면,No eoteumyeon
상상할,Imaginable
보호해,To protect
특수,special
3분,3 minutes
일어나면,Wake up
내서,Guide
공기가,Air
밖의,out
죽이라고,Kill it
중요한게,Important.
린,Lin
찾았는데,I found
영어로,In English
쐈어,Shot
따르지,Follow
사람이라면,If people
좀만,Little fucker.Come
고향,Hometown
tv에서,On tv
뼈가,Bones
데려가야,To get him
경찰한테,Cops
거였죠,It was a huge
세인트,Saint
남쪽,South
미아,Mia
서울,Seoul
오브,Of
죽음으로,Death
페니,penny
뉴욕으로,New York
패티,Patti
나타날,Appear
물어봐요,Ask
쥐고,Hold
호출,call
너희의,Ye the
봤다,I saw
사세요,buy
확인하러,To check
브라운,Brown
개새끼,pup
소아과,Pediatrics
조금도,even alittle
용서할,To forgive
무엇보다도,Above all
스파이,spy
단어,word
골든,Golden
되는거지,Am that
오늘밤은,Tonight
할아버지는,Grandfather
선택은,Selection
보내야,To send
명예를,Honor
보이면,If you see
가능해요,It's possible
공연을,Performances
얘기나,Talk to me
5일,5 days
맞다고,Are right
수학,Mathematics
날씨,weather
기쁜,Happy
갔다고,Gone
해볼게,I try
시작했다,it started
움직이지마,Do not move
에게,to
리스트에,The list
데이터를,The data
귀신,ghost
쳐다보지,Look at
메세지,message
시간입니다,Time
투,way
지갑,wallet
타라,Tara
맛있게,delicious
베키,Becky
벌어지는,Going
셔츠를,Shirt
줬는데,Gave
보이진,Not look
하진스,Hodgins
밥이,Bob
꿇어,Get down
말하세요,tell
4년,4 years
버튼,button
끌어,Pull
도와줄래,Can you help
없도록,Prevent
수업을,The class
저기로,There is a
경우에는,Case
4시,4 o'clock
조건을,Conditions
쉬어야,To rest
옳았어,It was right
30년,30 years
부탁이에요,I'm begging you
동물이,The animals
아멜리아,Amelia
도둑,theif
가정을,Home
장치가,The device
앉게,Seat
사람들에,People
어떨지,Whether
다가,Approaching
맡을게,I take
기대,Expectation
짜증나,it's annoying
빛의,Light
이래도,Accusations
되어야,Should be
중대한,serious
몰랐던,I did not know
태양,Sun
발견했습니다,Found
하곤,Often
갔었어요,I went
돌아가게,Back shop
되거든,Doegeodeun
확신할,Be sure
알았을,Knew
싶은게,Wanted
당하고,Being
맞춰서,To match
동일한,same
줄도,Also give
없을까요,Is there
고개,head
나라에,The country
좋아하는데,To love
바빠요,busy
보호하고,Protect and
안전하다고,It is safe
열쇠가,The key is
차도,driveway
5만,50000
당신께,To you
망했어,Fucked
좋았던,Good
소리에요,It's sounds
돌아오고,Come back
배우,Actor
않을꺼야,Not gonna
거기까지,There until
그랜트,Grant
떨어져요,Get away
사람이고,Person and
와야,To come
총으로,A total of
아니었는데,No eotneunde
희생자는,The victim
저만,My own
입는,Wear
가실,Access
시에,At
머,what
기운이,The aura
코드를,The code
그룹,group
알겠소,Okay cow
저절로,Itself
나선,spiral
썩은,rotten
친구로,As a friend
보시면,If you look
보호하는,Protective
신들이,The gods
내려놓고,Put down
보호할,To protect
돌아가셨어,Passed away
개리,Gary
녀석들은,Guys are
노리고,Aiming
요가,yoga
통증이,The pain
시절,days
강해,Stronger
승인,Approval
동의,agree
있을거라고,It would be
구급차,ambulance
많습니다,a lot
그사람,that person
비디오를,Video
본다면,Look
셰퍼드가,Shepard
이긴,winning
나왔는데,It came out
사인,sign
아오,Ah-oh
매티,Mathis
인제,Inje
각자의,Each
아들이야,Son's
말이군요,I say
말자고,Maljago
암호,password
봤으면,I'd like
말씀드릴,Word drill
엠파이어를,The Empire
받기,Download
편한,comfy
타지,Taj
지옥의,Infernal
들리지,Hear
말든,Or not
모아,Gather
보험,insurance
죽이게,Kill
말이네,Four words
그놈들,Cuz
부부,couple
확신해,I'm sure
베일리는,Bailey
뛰고,Beating
아버지에게,His father
원인을,CAUSE
유진,Eugene
놓치면,Miss
재수,Unlucky
얻어,Obtained
작품을,The works
좋더라,Love it
암이,Cancer
해야겠다,I should
깜짝이야,It's a surprise
시킬,To
전부다,All
싶구나,I want
갈거에요,I will go
소녀는,Girl
선생님께,Teachers to
똑똑히,clearly
어깨에,On the shoulders
체포,arrest
뭔지도,What even
몇몇은,Some
그만두고,To quit
가족에,The family
계시는,Who
작전이,This operation
표를,The Table
뼈,bone
안그래요,Is not it
유지,maintain
그렇게까지,To do so
맡기고,Leave
끝내야,To finish
신문에,The newspaper
굴어,Be just
넣어서,Put
없으세요,Do not have
되는데요,Doeneundeyo
다쳤어요,Hurt
신원,Identity
아니었지,No squatting
하비,Harvey
지붕,roof
파블로는,Pablo
에이미가,Amy
죽었는데,Died
이것만,This only
된거죠,Happened
장담하는데,Bet
아니라요,Ahnirayo
아내에게,His wife
행동에,Actions
난다,Fly
반대,Opposition
아파트에서,In apartment
말구요,Malguyo
카미하마,Kami Hama
살려줘요,Help me
레슬리,Leslie
그러네요,Geureoneyo
예비,Spare
그레이는,Gray
서쪽으로,Westward
데려왔어,You brought
미안하게,Sorry to
누르고,Press
통하는,Through
케이스,case
예수,Jesus
가볼게,You go
혈압은,Blood pressure
샤워,shower
부대,army unit
열린,open
얼간이,jerk
튀어,Out
쫓아,Chase
말좀,Y'all
이쁜,pretty
조각,piece
흘리고,Shedding
공포,fear
벨트,belt
자신들의,Their
잘못은,It is wrong
시를,Poetry
소년이,The boy
아이들과,And children
설탕,Sugar
정리,theorem
다른데,Differs
푸른,blue
자넷,Janet
멋지군,Great.
공장,factory
내일이,Tomorrow
줘야지,Give her
됐든,Either way
조직이,This organization
버티고,Vertigo
소린지,'M saying
생각나,Remind
전부가,All in all
클레이,Clay
훌륭해요,It's great
상당한,considerable
여자들을,The women
막으려고,To stop
쉬게,Ve
모리스,Morristown
지구로,To Earth
댁이,The house
원하는대로,the way you want
호수,Lake
시골,country
올릴,Increase
가르치는,Teaching
사모님,Wife
앉으시죠,Have a seat
샴페인,Champagne
같으니라고,That like unto
놀라워,amazing
보아,Boa
이의,dental
거짓말쟁이,Liar
탈출,escape
시작해서,Starts
찾아라,Find
비밀은,Secrets
거짓말이야,It was a lie
미칠,Have
예수님,Jesus
도움은,Help
하려고요,I'd like to
어디있지,Where is
이기적인,selfish
잘은,Well it is
버튼을,The button
하늘의,Heavenly
증언을,The testimony
일단은,for now
친절하게,kindly
생각해봤는데,I was thinking
은행을,The Bank
여기서는,Here
수석,top
랄프,Ralph
신께,To God
말할게요,I'll say
안되는데,Should not
모습으로,To look
지나갈,Passing
구멍,hole
안됐어요,Not'm
집어치워,Fuck
시선을,The eye
네놈이,This fucking
결국에는,Eventually
놓으면,Release
이용,Use
화려한,fancy
짜잔,Voila
환자들을,Patients
찾아보자,Let's find out
지역에서,In the area
다음으로,to the next
공원에,The park
생겼네,Saenggyeotne
우리한텐,We hanten
위층에,Upstairs
얘기했어요,I talked
접속,connect
완벽해요,Perfect
고개를,Head
10월,October
팀의,The team
두개골,skull
굳게,firmly
클럽에서,In the Club
장벽,barrier
인류,humanity
금,gold
약속했잖아,You promised
하늘이,Heavens
쓰여,Written
연료,fuel
줄리,Julie
도우러,Aid
도우려고,Trying to help
싸움은,Fight
물어본,Asked the
여러분들,everyone
저긴,Jeogin
상태야,State must
기름,Oil
싶었지,Not wanted
학교가,Schools
파이팅,fighting
준비됐습니다,I'm ready
싼,cheap
않았네,Anatne
필욘,Pilyon
이것에,This
하자면,Gritty
녀석의,A guy
아프다고,Ill
말인데요,Malindeyo
아니길,N.
테리,Terry
화장실에서,In the bathroom
피해자가,The victim
자식들,The children
물건들을,Things
마을의,Village
셋이,The three
만났죠,Met
자연스럽게,naturally
가던,His way
놀이,play
시신이,This body
자연,nature
무단,Unauthorized
누군가와,With someone
여기있는,Here
같다는,Equal
했고요,Rewrote
이사회,Board of Directors
릴리를,Lily
끔찍해,Awful
불러서,Calling
길게,long
아시겠지만,You know
아무일도,Nothing
주겠다,I will
것의,What
랑,With
그래야죠,So that's
클라크,Clark
아무에게도,Nothing too
리틀,Little
예스,Yes
지지,support
부탁한,One asked
잘된,Well
마스터,master
통과,Pass
없구요,Eopguyo
교회에서,In the church
있을것,Iteulgeot
않으니,Aneuni
인간들이,Humans
미국은,United States
장관님,Secretary
줬잖아,I gave
관을,The tube
실패,failure
예전처럼,As before
제법,quite
무료,free
명만,Only
올라갈,Go up
가능하지,Not Available
가봐야겠어요,I have to go
외계,outside
오역,mistranslation
2시,2'o clock
위치가,Location
않을게요,I'll do
했네요,Cut
규칙은,Rule
못생긴,Ugly
화성,Mars
영화가,Videos
일이고,One is
바라네,Hoping
압력을,The pressure
포기할,Give up
밀고,Pushed
현,prefecture
파트너가,Partner
염소,Goat
살아있어요,I'm alive
준비되면,"When ready,"
이름의,The name of the
하렴,Haryeom
만나자,Let's meet
누구보다도,Than anyone else
세계는,World
곤경에,Into trouble
볼수,See
법이지,Law not
교도소,prison
해칠,Harm
시체는,Bodies
확인해봐,Check it
않는군,Do military
기자,reporter
만들죠,Sheltering
와인을,The wine
상관없는,It does not matter
쓸모,Useless
보내주세요,Please send
신에게,To the gods
결혼해,Married
놀란,amazed
인턴이,Interns
슬론이,Sloane
살인자가,Killer
찾았다고,Found that
구했어요,Saved
사랑과,Love
술도,Drink also
춤추는,Dancing
사냥을,Hunting
되겠군,Gonna County
증명해,Prove
셈이지,Not count
왕자님,Prince
지쳤어,Exhausted
당했어요,Danghaeteoyo
부르죠,They call
기쁩니다,I'm happy
좋으면,Permitting
사실상,virtually
버나드,Bernard
수색,search
시작된,Started
거구요,I'm going
인가요,Is
원하는걸,Want to know
찾아내,Find my
할머니는,Grandmother
삼촌은,Uncle
엔진을,The engine
음식은,Food
적어,Write
나아요,Better
가든,garden
동네에,The neighborhood
바꿨어,Swapped
여름에,in summer
공부를,study
동의하지,Do not agree
허락을,Permission
활동을,Activity
빈다,Good
드라이브,drive
바네사,Vanessa
왕국을,The kingdom
부러진,Broken
안타깝게도,Unfortunately
싶어해,Wants
이거면,If this
덴,Den
셈이죠,Shem's
샘이,Sam
제거하고,Remove and
멈추라고,And stop
용의자,suspect
남자로,As a man
진실,truth
놓칠,Miss
바보같이,Foolish
그러곤,And then
수영,swimming
사용하지,Disabled
있겠군요,I could
이기면,Beat
소문,rumor
길고,"Long,"
숙녀분들,Ladies
작전은,Operations are
시작했죠,I started
중이라고,Jungyirago
프로젝트,project
문니,Munni
뭔갈,Something.
리더,leader
이제서야,now
때문이라고,Because it
장난이,Playful
싸고,Cheap
않거든요,I do not
기적을,Miracles
잘해요,Do well
도망갈,Go away
특히나,Especially
될꺼야,Gonna be
치지,Hit
잘됐군,Good.
부족한,scarce
저희의,Our
말이라도,Say something
집이에요,House's
으음,Uhh
철저히,thoroughly
매디슨,Madison
혈관,blood vessel
화났어,Are you mad
읽은,Read
트럭이,This truck
이쁜이,sweetie
새끼를,The foal
죽을지도,Killing
꾸미고,Decking
소원을,Wish
빚이,The Debt
테오,Theo
전할,Communicate
지금쯤이면,"By now,"
독수리,Eagle
로켓,rocket
하실래요,Would you like
없어졌어,Missing.
편지가,Write a
어디보자,Let's see.
제이가,Jay
없냐,Eopnya
저라면,I would
수업에,The class
했었잖아,You had
5분만,5 minutes
6월,June
누나는,"Sister,"
정도야,Much should
부르세요,Sing
시작하기,Getting Started
나는데,Bout
홀리,Holly
중이고,If you are
범인의,Shooter
죽이러,Kill
후회할,To regret
이익을,Profit
박사님은,Dr.
결정이,Decisions
찾던,Looking
변할,Change
나누고,Divide
핸드폰을,Cellphone
강도,burglar
상관없이,Regardless of
않겠다,I will
의무가,Obligations
내기,bet
생각으로,To think
못하잖아,Not're
필요한게,Need anything
느낀,Feeling
붙이고,Putting
타미,Tommy
로스가,Roth
뇌의,The brain
그말은,"It means,"
계획이야,Plan's
죽어라,die
아는게,Know anything
환자분,Patient
위험합니다,The risk
짐이,Jim
방식대로,Way as
보단,Woden
누구니,who is this
스카이,sky
조건이,This condition
연결되어,Connected
알아야겠어,I need to know
경우에,If the
로맨틱한,Romantic
상상,Imagination
따라가,Follow
법도,Judgments
수십,Tens of
곁을,The side
자격,Qualification
보여서,Boyeoseo
으악,Ahh
대답이,Answer
때까지는,"Until then,"
찾아온,Came
아나요,Do you know
먹여,Feed
안될까요,Can we
할일이,Things to do
방해가,Obstruction
어딨나,Where's
나이를,The age
의사들은,Doctors
어찌나,Eojjina
땅이,The land
필요한건,Need is
복수,revenge
동무,friend
하시지,Hasiji
루시어스가,The rusieoseu
값을,The value
고용한,Hired
의학,Medicine
세상엔,World yen
서로가,Each other
말고도,Apart
잡으려고,To catch
데에,To help
원해서,Wanted
번씩,Every
밀러,"Miller,"
바로는,Pharaoh
쉴드,shield
빚진,Debtors
모양이군,That's appearance
귀여워,cute
다같이,Together
왔었어,Word came to
내용은,contents is
해를,The year
도련님,young master
라니,rani
클락,Clark
물어보세요,ask
쉬워,easy
애런,Aran
보기에,View the
거리는,The distance
사람이었어,Who was
주죠,Lethality
전력을,Power
지금요,Now.
몽고메리,Montgomery
찾았나,Sighted
남겨주세요,Please leave
거울을,The mirror
범인,criminal
불행하게도,Unfortunately
녀석들이,Guys
실수는,Mistakes
온라인,online
직원이,Employee
우리집에,In my house
너희에게,To you
있었군,Iteotgun
소설을,Fiction
비슷해,Warmer
칩,chip
문에,At the door
인간들은,Humans
떨고,Shaking
아들도,Son
확인을,check
의상,costume
비하면,Compared
살아남은,Surviving
전자,Electronic
들게,Picked
행복할,Be happy
인간과,Human and
그러셔,Yeah
상관할,To care
방해하지,Not interfere
계신가요,Need
뿐이예요,I'm just
가능성도,Possibility
참말로,As true of
붙은,Branded
조치를,Actions
환자한테,Tell patients
관,tube
취해,Drunk
생애,career
사무실을,Office
파커,Parker
믿을만한,Reliable
테지,Teji
바보처럼,Like a fool
맞으면,Correct
없앨,Eliminate
있더라도,Even though
가져갔어,Took
안나요,Do not you
11시,11 o'clock
화내지,Mad
안되고,Designed
운전을,Driving
생각해봐요,Think
테일러,Taylor
전형적인,Typical
표정을,Expression
보다는,Than
칼에,The sword
이메일을,Email
준다,give
아셨어요,"Oh, did you"
소령님,Sir.
빠지고,Worse
클램프,clamp
총도,Gun
있을거,You'll
마스크를,The mask
뻔했어,I almost
군인들이,Soldiers
됬어,Doeteo
보안관님,Sheriff
학교로,To school
원하시면,Wish
릴리는,Lily
생각해보면,"Come to think of it,"
이식을,Transplantation
기지,base
드멜자,De melja
다수의,majority
토레스가,Torres
반을,The half
됐군요,I'm sorry to hear
일이니까,Now one
지랄,Fuck
진지한,serious
보셨나요,Have you seen
받아들여,Accepted
따라오세요,Follow
감염,infection
납치,kidnap
인정,Recognition
마티,Marty
가거라,That would
물어봤어,Did you ask
각각의,Each
빠지게,Fall
음악은,Music
보여줘요,Show me
나가세요,Nagaseyo
소문을,Rumors
잘가요,Bye
뽑아,Pull
선생님과,And teachers
어려워,difficult
예상치,Unexpected
했군,Squeezes
잊지마,do not forget
한이,"Sirs,"
장소에서,A place
때보다,Than
나름,depending on
괜찮으니까,That's fine
그러시죠,Geureosijyo
가세,In addition
폭력을,The violence
해롤드,Harold
쇼가,Show
편,side
책상,desk
경찰이다,Police are
꿈에,Dream
부분에,Part
상태에,The state
같니,Do you think
지났어,'S been
내일이면,Tomorrow
열차가,Train
걔네가,The gyaene
모헨조,Mo henjo
저한텐,That hanten
멍청하게,Fatuously
남자답게,Like a man
실종된,Missing
어땠는지,What it was like
죽는다고,Die
책상에,On the desk
기밀,airtight
생명의,Life
나눌,Divided
회,time
축하드려요,congratulations
헌트가,Hunt
다행이군,That's fortunate
해볼게요,I'll try
낫게,Heal
재산을,Property
사람인데,He is one
남겨두고,Leaving
부부가,Couple
법적,Legal
알수,to know
자들을,Now the
버리는,Ll
폭풍,storm
마누라,wife
가져올게요,I'll get
컷,Cut
이런건,Such a thing
아버님이,Your father
일자리를,Jobs
요원을,Agents
감기,cold
가치,value
보내줘요,Let me go
엘비스,Elvis
잘도,Jaldo
고기를,Meat
농담이에요,just joke
친구지,Friend.
고쳐,Heal
원인이,Cause
탁,widely
떠나게,Leave
풋볼,Football
어서와,Come on
권한을,The rights
포기하고,Give up
백신을,The vaccine
아버지께,Father
관심도,Affinity
고래,whale
유령이,Haunted
태우고,Burned
정신적,mental
갈수록,Increasing
뭐하시는,What you
기미갤,Clearing up blemishes
말씀드리고,To tell
있을꺼야,Gonna be
원하시는,Wish
도와야,Help
시간이에요,It's time
많네,Manne
이용하는,Use of
피타,Pita
있진,Have gone
망치지,Mess
죽었죠,Died
무슨짓을,What have I done
걸어요,Walk
바늘,needle
당신같은,Like you
있을텐데,There would be
소피아,Sophia
원래대로,Originally
금발,blond hair
한마디도,Even a word
아따,Ahtta
시간의,Time
식당에,The dining room
걱정돼,Worried
챈들러,chandler
2차,Secondary
흔적도,Signs also
딕,Dick
조각을,The pieces
가져도,Also brought
옮길,To move
당신이야,You're
회의에,The meeting
죽,bamboo
15년,15 years
포스터,poster
다음에는,next time
리지,Ridge
고마웠어요,Thanks again
루크는,Luke
모험을,Adventures
경력을,Career
지켜보는,Watching
주기,Cycle
좁은,small
두들겨,Beat
말처럼,Like a horse
이유죠,Why's
퍽이나,Puck or
내일부터,From tomorrow
아래층에,Downstairs
티켓,ticket
보냈죠,Spent
있더라고,Itdeorago
회복,recovery
실력,skill
덩치,Big
개소리,dog sound
드려,Chibi
후에도,After the
당신이나,You or
약점을,Weakness
표,table
변한,Changed
분석,analysis
신랑,groom
센터,center
노리는,Aiming
하고있어,And there
천국에,Heaven
술집,bar
문으로,The door
그만들,To stop
없어진,Missing
기능을,The ability
내용이,Content
괜찮을까요,Would it be okay
내용을,Contents
배웠어,Learned
이들의,These
변하는,Change
폐하의,His Majesty the
제시카,Jessica
나오세요,Or come
왜이래,Come on
건드리면,Touching
알면서도,Knowingly
축복을,Blessings
이것들을,These
대학에서,In college
두려움을,Fear
방송을,Broadcasting
하기엔,Hagien
줄까요,It would give
전화하지,Not call
박사의,Doctoral
교수님이,Professor
전화번호,Phone number
신원을,Identity
보는게,Do not you
알았지만,I knew
코카인,cocaine
박사를,Dr.
손들어,Hands up
그러는거야,Meanwhile I
했습니까,Did you
젤,Gels
새롭게,New
바바라,Barbara
방사선,radiation
생명,life
생각하지만,But I think
월요일,Monday
놔둘,Leave
착륙,landing
건지도,Also delivered
가까워,Close
것뿐이에요,It's just
뉴,New
교통,traffic
전쟁의,War
나라는,Country
선생님한테,His teacher
구름,cloud
마일,mile
넘치는,Full
불타는,flaming
샅샅이,Beat
여자예요,Women's
수술도,Surgery also
결혼이,Marriages
공원에서,at the park
저놈,Handpicked
스팍,Spock
쌀,rice
해결책을,Solutions
가본,Been
잔소리,Nag
일이요,Am one
숫자를,The numbers
한거죠,Bores
공항,airport
경고를,Warning
행복하지,Not happy
아델,Adele
마크는,Mark
나타나,Appear
성공을,Success
씻고,Wash
인형을,Dummies
맡게,Take over
깁스,Gibbs
말려,Dry
미소를,With a smile
머리카락,hair
못되게,Not to be
오빤,Ohppan
뚱뚱한,fat
백작,count
것들에,Things
염려,worry
바꾼,Change
충격,Shock
계단을,The stairs
결혼해서,Married
기저귀,diaper
주사를,Injections
한심한,Pathetic
따라야,Follow
시티,city
지하에,Underground
일어났어요,woke up
젊은이,young people
가죽,leather
않은가,Is
꺼내서,Take out
극장,Theater
주변의,Around
굴,oyster
도와주면,Give help
진짜예요,Real's
좋아하는지,Like that
싸게,cheap
미국으로,US
역겨운,venomous
웃지,Laughing
이러지마,do not be like this
바른,right
도착했어,arrived
살아가는,To live
실망시키지,Disappointed
강하고,Stronger
왜들,Waedeul
사업에,In business
끄고,Turn off
눈물이,Tears
잘못했어,It was wrong
쓰던,Sseudeon
가겠어요,I'll go
수고,effort
나갔다,Out
먹이를,Feed
그녀에,On her
살펴,Look
맘이,The heart
법이야,It's the law
매니야,Manny Night
열어봐,Open it up
엄니,tusk
죽도록,to death
유다,Judah
통증을,The pain
넣었어,I put
찍는,Taking
살인자,Murderer
그곳을,A place
인기가,celebrity
자말이,Jamal
마신,Drinking
매력적인,attractive
지켜줄,Protect
섹스는,Sex
새는,Leaking
차가운,cold
한나,Hanna
샀어요,bought
고치고,Heal
미국이,United States
바지를,The pants
맞잖아,You meet
사망한,Deceased
좋았지,It was good
있더라,Itdeora
안녕하시오,Hello.
사업은,Business
사건과,Events and
닥쳐요,Shut up.
죄책감,guilty
강을,The river
될걸,Doelgeol
제안은,Proposal
카드가,Card
달리고,Cruising
10초,10 seconds
자기한테,For himself
í,í
주어진,given
가봐요,Gabwayo
돌아가요,Go back
놔줘요,Let go
한달,one month
자신도,Himself
잔을,The cup
상사,superior
되었고,It was
여왕의,The Queen
당하는,Being
그랬었지,Geuraeteotji
목사님,Pastor
수치다,The figures
곳입니다,A place
여자에,A woman
보고만,Reporting only
채워,Fill
런던에서,In London
들어간다,Into
말이나,Horse or
블레이크,Blake
여기예요,Here's a
출혈,bleeding
가족들에게,To family
나만의,Only for me
바닥에서,At the bottom
아닐거야,I'm not
할거,Going
망친,Ruined
곰,bear
차이를,The difference
않고요,Angoyo
조사하고,Investigate and
공동,public
신체,body
산채로,Alive with
들으니,Heard
흉부,thorax
이쪽이에요,I'm here
괜찮았어요,Fine.I had it
할걸,Halgeol
보실,View
어떻고,What about
같았다,It was
아니었다면,If it was not
야야,Yahya
군대에,The army
멀지,Far
역겨워,Disgusting
